Marka,Seri,Model,Yil,Yil,Vites_Tipi,Vites_Tipi,Yakit_Tipi,Yakit_Tipi,Kasa_Tipi,Kasa_Tipi,Renk,Kimden,Garanti_Durumu
Honda,Civic,1.6i VTEC Eco Elegance,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Siyah,Yetkili Bayiden,Garantisi Var
Ford,Fiesta,1.25 Trend,2009.0,2009.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Citroen,C-Elysée,1.2 VTi Attraction,2016.0,2016.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,
Fiat,500 X,1.4 T Cross Plus,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Kahverengi,Sahibinden,
Renault,Megane,1.5 dCi Authentique,2005.0,2005.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri,Galeriden,Garantisi Yok
Opel,Astra,1.3 CDTI Enjoy Elegance,2009.0,2009.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Volkswagen,Golf,1.0 eTSI Life,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Hibrit,Hibrit,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Var
Ford,C-Max,1.6 TDCi Ghia,2007.0,2007.0,Otomatik,Otomatik,Dizel,Dizel,MPV,MPV,Siyah,Sahibinden,
Citroen,Xsara,1.6 SX,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Opel,Astra,1.6 Club,2001.0,2001.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Opel,Astra,1.6 Enjoy,2005.0,2005.0,Düz,Düz,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Opel,Astra,1.6 Edition Plus,2016.0,2016.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Diğer,Sahibinden,Garantisi Yok
Peugeot,206,1.4 X-Line,2003.0,2003.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Opel,Insignia,1.6 CDTI Exclusive Grand Sport,2018.0,2018.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Citroen,C4 Cactus,1.6 e-HDi Shine,2015.0,2015.0,Otomatik,Otomatik,Dizel,Dizel,Crossover,Crossover,Füme,Galeriden,Garantisi Yok
Fiat,Punto,EVO 1.4 Multiair Dynamic,2010.0,2010.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Honda,Civic,1.6i VTEC Dream,2007.0,2007.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Siyah,Sahibinden,
Honda,Civic,1.6i VTEC Eco Executive,2020.0,2020.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Authentique,2012.0,2012.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,
Renault,Megane,1.5 dCi Touch,2018.0,2018.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Füme,Galeriden,Garantisi Yok
Renault,Clio,1.2 Joy,2017.0,2017.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Opel,Astra,1.6 Enjoy,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2013.0,2013.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri,Sahibinden,
Renault,Megane,1.5 dCi Play,2012.0,2012.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Fluence,1.5 dCi Authentique,2010.0,2010.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Bej,Sahibinden,
Peugeot,407,2.0 Executive,2004.0,2004.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri (Gümüş),Sahibinden,
Volkswagen,Polo,1.6 TDi Highline,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Citroen,C-Elysée,1.2 VTi Confort,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Sahibinden,
Peugeot,2008,1.2 PureTech Allure,2020.0,2020.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Mavi,Galeriden,Garantisi Yok
Peugeot,207,1.4 Trendy,2007.0,2007.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Opel,Astra,1.3 CDTI Essentia,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (metalik),Sahibinden,Garantisi Yok
Ford,Fiesta,1.4 Titanium X,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Volkswagen,Golf,1.4 TSi Highline,2009.0,2009.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Skoda,Octavia,1.5 e-Tec Premium,2023.0,2023.0,Yarı Otomatik,Yarı Otomatik,Hibrit,Hibrit,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Opel,Vivaro,2.0 Ultimate XL,2024.0,2024.0,Düz,Düz,Dizel,Dizel,Panel Van,Panel Van,Beyaz,Galeriden,
Ford,Mondeo,1.6 TDCi Titanium,2011.0,2011.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri,Sahibinden,
Fiat,Palio,1.3 Multijet Dynamic Sole,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Volkswagen,Transporter,2.0 TDI Camlı Van,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Camlı Van,Camlı Van,Siyah,Galeriden,
Fiat,Punto,1.4 Lounge S&S,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Toyota,Land Cruiser,4.5 D,2008.0,2008.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Kahverengi,Galeriden,Garantisi Yok
Hyundai,Getz,1.5 CRDi VGT Start,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Business,2019.0,2019.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Station wagon,Station wagon,Diğer,Sahibinden,
Honda,Jazz,1.4 LS,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Opel,Astra,1.6 Enjoy,2010.0,2010.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Füme,Sahibinden,Garantisi Yok
Ford,Fiesta,1.4 TDCi My Fiesta,2010.0,2010.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Honda,Civic,1.5 i-VTEC Sport,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Palio,1.3 Multijet Dynamic,2005.0,2005.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Şampanya,Sahibinden,
Hyundai,i30,1.6 CRDi Elite,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Peugeot,206,1.4 X-Design,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Opel,Astra,1.6 Comfort,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri,Sahibinden,Garantisi Yok
Ford,Focus,1.6 Ti-VCT Style,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,
Opel,Corsa,1.3 CDTI Cosmo,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,Garantisi Yok
Fiat,Egea,1.3 Multijet Easy,2020.0,2020.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,-
Renault,Megane,1.3 TCe Joy Comfort,2021.0,2021.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Siyah,Sahibinden,Garantisi Yok
Hyundai,i30,1.6 CRDi Elite,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Clio,1.4 RNA,2001.0,2001.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Renault,Megane,1.5 dCi Expression Plus,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Bej,Galeriden,Garantisi Yok
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Peugeot,508,1.5 BlueHDI Allure Dynamic,2020.0,2020.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Gri (metalik),Sahibinden,
Ford,Focus,1.6 Ghia,2002.0,2002.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Mavi (metalik),Galeriden,Garantisi Yok
Opel,Astra,1.6 CDTI OPC Line Sport,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Hyundai,i20,1.4 MPI Jump,2023.0,2023.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Fiat,Linea,1.3 Multijet Pop,2014.0,2014.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Kırmızı,Galeriden,Garantisi Yok
Peugeot,208,1.2 PureTech Signature,2019.0,2019.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Galeriden,Garantisi Yok
Honda,Civic,1.6i VTEC Eco Elegance,2019.0,2019.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Opel,Corsa,1.2 Twinport Essentia,2013.0,2013.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Füme,Sahibinden,
Opel,Astra,1.6 T Enjoy,2013.0,2013.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Clio,1.5 dCi Night & Day,2012.0,2012.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Kırmızı,Sahibinden,
Fiat,Linea,1.3 Multijet Active Plus,2010.0,2010.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Galeriden,Garantisi Yok
Volkswagen,Golf,1.4 TSi Comfortline,2007.0,2007.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Ford,Focus,1.5 TDCi Trend X,2015.0,2015.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Mavi,Galeriden,Garantisi Yok
Ford,Explorer,4.0 XLT,1997.0,1997.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Kırmızı,Sahibinden,Garantisi Yok
Opel,Astra,1.3 CDTI Essentia,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Renault,Megane,1.5 dCi Dynamique,2007.0,2007.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Sahibinden,Garantisi Yok
Skoda,Octavia,1.6 TDI Optimal,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Fiat,Punto,1.3 Multijet Pop,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Hyundai,i20,1.4 MPI Style,2016.0,2016.0,Otomatik,Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Kahverengi,Sahibinden,
Skoda,SuperB,1.4 TSI Comfort,2011.0,2011.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Siyah,Sahibinden,
Opel,Astra,1.6 Essentia,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,Garantisi Yok
Renault,Megane,1.3 TCe Icon,2024.0,2024.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Füme,Sahibinden,
Renault,Clio,1.4 Alize,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Füme,Sahibinden,
Toyota,Corolla,1.4 D-4D Advance,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Passat,1.6 FSi Comfortline,2005.0,2005.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Siyah,Sahibinden,
Citroen,C4,1.6 SX PK,2006.0,2006.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Volkswagen,Polo,1.4 Comfortline,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Var
Volkswagen,Jetta,1.6 FSi Comfortline,2006.0,2006.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri (titanyum),Sahibinden,-
Opel,Vectra,2.2 Elegance,2002.0,2002.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Opel,Astra,1.4 T Edition Plus,2020.0,2020.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Füme,Sahibinden,Garantisi Yok
Ford,Focus,1.5 TDCi Titanium,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Mavi,Galeriden,Garantisi Yok
Volkswagen,Golf,1.6 FSi Comfortline,2006.0,2006.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Toyota,Corolla,1.5 Dream,2022.0,2022.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri (metalik),Sahibinden,-
Ford,Focus,1.6 TDCi Trend,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Galeriden,Garantisi Yok
Opel,Corsa,1.2 T Edition,2023.0,2023.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Opel,Astra,1.3 CDTI Enjoy Plus,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Opel,Astra,1.3 CDTI ecoFLEX Sport,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Fiat,Linea,1.3 Multijet Active Plus,2011.0,2011.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Diğer,Galeriden,Garantisi Yok
Ford,Fiesta,1.4 TDCi My Fiesta,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,-
Renault,Talisman,1.6 dCi Icon,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Kahverengi,Galeriden,Garantisi Yok
Renault,Megane,1.6 Dynamique,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Kırmızı,Sahibinden,Garantisi Yok
Peugeot,5008,1.6 HDi Premium Pack,2011.0,2011.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,MPV,MPV,Beyaz,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Touch,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (titanyum),Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,2012.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Galeriden,Garantisi Yok
Toyota,Yaris,1.33 Fun Special,2015.0,2015.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Opel,Astra,1.6 Cosmo,2005.0,2005.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Ford,Focus,1.5 TDCi Style,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Volkswagen,Bora,1.6 Comfortline,2000.0,2000.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Volkswagen,Polo,1.4 Comfortline,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/3, 5 Koltuk",Hatchback/3,Mavi (metalik),Sahibinden,Garantisi Var
Opel,Mokka,1.6 CDTI Cosmo,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Ford,Focus,1.5 EcoBlue Trend X,2023.0,2023.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Renault,Megane,1.6 RTE,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Station wagon,Station wagon,Gri (Gümüş),Sahibinden,
Fiat,Marea,1.6 Liberty,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Fiat,500 X,1.4 T PopStar,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Kahverengi,Sahibinden,
Opel,Astra,1.6 CD,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Citroen,C-Elysée,1.6 BlueHDI Live,2018.0,2018.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Var
Peugeot,307,1.6 XR,2002.0,2002.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Peugeot,106,Quicksilver,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Mavi (metalik),Sahibinden,Garantisi Yok
Renault,Clio,1.4,2003.0,2003.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2014.0,2014.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,Garantisi Var
Renault,Megane,1.3 TCe Joy,2019.0,2019.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Füme,Galeriden,Garantisi Yok
Renault,Megane,1.5 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Fiat,Egea,1.3 Multijet Urban,2021.0,2021.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Kırmızı,Galeriden,Garantisi Var
Honda,Civic,1.6i VTEC Eco Executive,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Bordo,Sahibinden,Garantisi Yok
Ford,Fiesta,1.4 TDCi Comfort,2005.0,2005.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Mavi,Galeriden,Garantisi Yok
Volkswagen,Golf,1.5 eTSI Style,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Hibrit,Hibrit,"Hatchback/5, 5 Koltuk",Hatchback/5,Sarı,Sahibinden,
Volkswagen,VW CC,2.0 TDi 2.0 TDI,2009.0,2009.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Coupe, 4 Koltuk",Coupe,Gri (Gümüş),Galeriden,Garantisi Yok
Skoda,Octavia,1.2 TSI Optimal,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Punto,1.2 Pop,2014.0,2014.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Skoda,SuperB,1.6 TDI Elegance,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Var
Renault,Grand Scenic,1.5 dCi Privilege,2011.0,2011.0,Düz,Düz,Dizel,Dizel,"MPV, 5 Koltuk",MPV,Gri,Sahibinden,Garantisi Yok
Ford,Focus,1.6 TDCi Ghia,2007.0,2007.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Mavi (metalik),Sahibinden,
Toyota,Corolla,1.6 Elegant,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Siyah,Sahibinden,
Renault,Scenic,1.6 RXT,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,MPV,MPV,Yeşil (metalik),Sahibinden,
Skoda,SuperB,1.6 TDI Active,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Renault,Symbol,1.4 Expression,2009.0,2009.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Kahverengi,Sahibinden,Garantisi Yok
Skoda,Fabia,1.5 TSI Monte Carlo,2023.0,2023.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Var
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Siyah,Sahibinden,
Fiat,Marea,1.6 SX,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi (metalik),Sahibinden,
Opel,Astra,1.3 CDTI Essentia,2009.0,2009.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Toyota,Corolla,1.6 Terra,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Mavi,Sahibinden,Garantisi Yok
Renault,Clio,1.0 TCe Touch,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Peugeot,307,1.6 Technoplus,2003.0,2003.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Opel,Corsa,1.4 Comfort,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Diğer,Sahibinden,Garantisi Yok
Volkswagen,Passat,2.0 TDi Comfortline,2006.0,2006.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Siyah,Yetkili Bayiden,Garantisi Yok
Renault,Megane,1.6 Joy,2018.0,2018.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Fiat,Linea,1.3 Multijet Easy,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri (Gümüş),Sahibinden,
Fiat,Albea,Sole 1.4 Fire Active,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Skoda,SuperB,1.6 TDI Style,2018.0,2018.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Sahibinden,
Honda,Civic,1.6i VTEC Eco Executive,2018.0,2018.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi (metalik),Sahibinden,
Honda,Civic,1.6i VTEC Eco Elegance,2021.0,2021.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Lacivert,Galeriden,Garantisi Yok
Ford,Focus,1.6 TDCi Trend,2006.0,2006.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Hyundai,i20,1.4 CRDi Style,2017.0,2017.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Bordo,Sahibinden,Garantisi Yok
Renault,Symbol,1.5 dCi Touch,2016.0,2016.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Var
Citroen,C4,1.6 SX PK,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mor,Sahibinden,
Renault,Clio,1.6 RTE,2000.0,2000.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Volkswagen,Polo,1.4 TDi Trendline,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Yeşil,Sahibinden,
