Marka,Seri,Model,Yil,Yil,Vites_Tipi,Vites_Tipi,Yakit_Tipi,Yakit_Tipi,Kasa_Tipi,Kasa_Tipi,Renk,Kimden,Garanti_Durumu
Renault,Captur,1.5 dCi Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Füme,Sahibinden,Garantisi Yok
Renault,Captur,1.5 dCi Icon,2016.0,2016.0,Düz,Düz,Dizel,Dizel,SUV,SUV,Gri,Galeriden,
Renault,Captur,1.3 TCe Touch,2020.0,2020.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Turuncu,Sahibinden,
Renault,Captur,1.2 TCe Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Turuncu,Sahibinden,
Renault,Captur,1.3 TCe Touch Plus,2023.0,2023.0,Yarı Otomatik,Yarı Otomatik,Hibrit,Hibrit,SUV,SUV,Mavi (metalik),Sahibinden,Garantisi Var
Renault,Captur,1.5 dCi Icon,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Bej,Sahibinden,-
Renault,Captur,1.5 dCi Icon,2020.0,2020.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Turuncu,Sahibinden,
Renault,Captur,1.5 dCi Icon,2016.0,2016.0,Düz,Düz,Dizel,Dizel,SUV,SUV,Siyah,Sahibinden,Garantisi Yok
Renault,Captur,1.2 TCe Icon,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Siyah,Sahibinden,
Fiat,Tipo,1.6 SX,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Diğer,Sahibinden,Garantisi Yok
Renault,Captur,1.2 TCe Icon,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Siyah,Sahibinden,
Renault,Captur,1.5 dCi Icon,2014.0,2014.0,Düz,Düz,Dizel,Dizel,SUV,SUV,Bej,Sahibinden,
Fiat,Tipo,1.4 ie,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Fiat,Tipo,1.6 SLX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,
Fiat,Tipo,1.4 ie,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Tipo,1.6 SX,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Yeşil,Sahibinden,
Fiat,Tipo,1.4 SX ie,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,Garantisi Var
Fiat,Tipo,1.4 S,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/3,Hatchback/3,Yeşil (metalik),Sahibinden,
Fiat,Tipo,1.4 SX ie,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Füme,Sahibinden,Garantisi Yok
Fiat,Tipo,1.4 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Mavi,Sahibinden,
Fiat,Tipo,1.4 ie S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,Garantisi Yok
Fiat,Tipo,1.4 ie S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Gri,Sahibinden,Garantisi Yok
Fiat,Tipo,1.4 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Captur,1.2 TCe Icon,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Bej,Yetkili Bayiden,Garantisi Yok
Fiat,Tipo,1.6 SLX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Fiat,Tipo,1.6 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi,Sahibinden,
Fiat,Tipo,1.4 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bej,Sahibinden,
Fiat,Tipo,1.4 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil,Sahibinden,Garantisi Yok
Fiat,Tipo,1.4 ie,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Fiat,Tipo,1.6 SX,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,
Fiat,Tipo,1.6 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil,Sahibinden,
Renault,Megane,1.3 TCe Icon,2025.0,2025.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Beyaz,Galeriden,
Renault,Megane,1.3 TCe Icon,2025.0,2025.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Renault,R 12,TSW,1991.0,1991.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Station wagon,Station wagon,Beyaz,Galeriden,
Fiat,Uno,1.3,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Kırmızı,Galeriden,Garantisi Var
Fiat,Uno,60 S,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,60 S,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Fiat,Uno,70 SXie,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil,Sahibinden,-
Fiat,Uno,1.4 ie S,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Siyah,Sahibinden,
Fiat,Uno,60 S,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,Garantisi Yok
Fiat,Uno,70 S,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Kırmızı,Sahibinden,
Fiat,Uno,70 SXie,1992.0,1992.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,
Fiat,Uno,70 SXie,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil,Sahibinden,
Fiat,Uno,70 SX,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Captur,1.2 TCe Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Turkuaz,Sahibinden,
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Yeşil (metalik),Sahibinden,
Fiat,Uno,70 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Beyaz,Sahibinden,
Fiat,Uno,1.1 ie S,1994.0,1994.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Var
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/3, 5 Koltuk",Hatchback/3,Yeşil,Galeriden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Tipo,1.6 SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri,Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Mavi,Sahibinden,
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Uno,60 S,1994.0,1994.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Gri (metalik),Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil (metalik),Galeriden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/3, 5 Koltuk",Hatchback/3,Kırmızı,Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Var
Fiat,Uno,70 SX,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Var
Fiat,Uno,1.0,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Kırmızı,Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Fiat,Uno,60 S,1993.0,1993.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,70 SX,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Bordo,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Bordo,Galeriden,Garantisi Var
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,
Fiat,Uno,70 SX,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Yeşil,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Galeriden,Garantisi Var
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,
Fiat,Uno,70 SX,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Beyaz,Sahibinden,
Fiat,Uno,70 S,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1995.0,1995.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Yeşil,Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1996.0,1996.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Turkuaz,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1996.0,1996.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1996.0,1996.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Yeşil,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Turkuaz,Sahibinden,Garantisi Yok
Fiat,Uno,70 SXie,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,70 SX,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Fiat,Uno,70 SX,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Mavi,Sahibinden,
Fiat,Uno,70 SXie,1996.0,1996.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,
Fiat,Uno,70 S,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,70 S,1996.0,1996.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Yeşil,Galeriden,Garantisi Yok
Fiat,Uno,70 SXie,1996.0,1996.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Galeriden,Garantisi Var
Fiat,Uno,70 SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,Garantisi Yok
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Bordo,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Galeriden,
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Fiat,Uno,70 SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,70 S,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,
Fiat,Uno,1.4 ie SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Koleos,1.6 dCi Touch,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Renault,Captur,1.5 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,-
Fiat,Uno,70 SX,1997.0,1997.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Koleos,2.0 dCi Privilege,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Siyah,Galeriden,Garantisi Yok
Renault,Koleos,1.6 dCi Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Renault,Koleos,2.0 dCi Privilege,2010.0,2010.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Renault,Koleos,1.6 dCi Touch,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Galeriden,Garantisi Yok
Renault,Koleos,1.6 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Füme,Sahibinden,Garantisi Yok
Renault,Koleos,1.3 TCe Icon,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Siyah,Sahibinden,
Renault,Koleos,2.0 dCi Privilege,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,Garantisi Yok
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Var
Fiat,Uno,1.4 ie SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,1.4 ie SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bej,Sahibinden,
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bej,Galeriden,Garantisi Yok
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Fiat,Uno,70 SX,1998.0,1998.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Koleos,1.6 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Siyah,Galeriden,
Renault,Koleos,1.3 TCe Icon,2023.0,2023.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,
Fiat,Uno,70 S,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,-
Fiat,Tipo,1.4 ie,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,Garantisi Yok
Renault,Koleos,1.3 TCe Icon,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Füme,Galeriden,Garantisi Var
Fiat,Tipo,1.4 ie,1998.0,1998.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Lacivert,Sahibinden,Garantisi Yok
Renault,Koleos,1.3 TCe Icon,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,
Renault,Koleos,1.6 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Füme,Galeriden,Garantisi Yok
Renault,Koleos,2.0 dCi Privilege,2011.0,2011.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Siyah,Sahibinden,
Renault,Koleos,1.6 dCi Icon,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,
Renault,Koleos,2.0 dCi Dynamique,2011.0,2011.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,
Renault,Koleos,2.0 dCi Dynamique,2011.0,2011.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,
Renault,Koleos,2.0 dCi Dynamique,2011.0,2011.0,Düz,Düz,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,
Renault,Koleos,2.0 dCi Dynamique,2009.0,2009.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Gri,Sahibinden,
Renault,Koleos,1.6 dCi Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Yetkili Bayiden,Garantisi Yok
Renault,Koleos,1.6 dCi Icon,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,SUV,SUV,Bej,Sahibinden,Garantisi Yok
Renault,Koleos,2.0 dCi Privilege,2010.0,2010.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Beyaz,Sahibinden,Garantisi Yok
Renault,Koleos,2.0 dCi Dynamique,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Siyah,Sahibinden,
Fiat,Uno,70 S,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Renault,Koleos,1.3 TCe Icon,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Sahibinden,
Renault,Koleos,1.3 TCe Icon,2021.0,2021.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Sahibinden,
Fiat,Uno,70 SX,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Fiat,Uno,1.4 ie S,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Bordo,Sahibinden,
Fiat,Uno,70 S,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Uno,70 S,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Fiat,Uno,70 S,1999.0,1999.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,
Fiat,Uno,70 S,1999.0,1999.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
